698433043_150	these comment outrag hilari and guy suck im straight love gay
698433043_151	there ironi becaus control dont see lesbian sex proper sex
698433043_152	industri man
698433043_153	kendal spearzzz byeeee bitchhhhhh
698433043_154	pink2 past ur bed time sweetheart
698433043_155	i respect gay i realli i we creat reason for uniqu person
698433043_156	you cant judg ppl wanna
698433043_157	karina bye slut
698433043_158	karina stfu slut
698433043_159	kendal spearzzz
698433043_160	pink2 lol probabl gonna respond
698433043_161	kendal spearzzz stfu fag whi dont u stop repli if u realli didnt wanna continu u wouldnt repli
698433043_162	pink2 fuck urself
698433043_163	oh god illiter fight perfect
698433043_164	gay dude would confid enough retard point put vine bruh think kill lol
698433043_165	im homophob i wouldnt want take butthol keep doin bruh
698433043_166	kaelei chiu do
698433043_167	u acn
698433043_168	kendal spearzzz let issu make ur level higher level
698433043_169	someth infuri guy claim hate gay okay two womensexist
698433043_170	i fuck hate
698433043_171	alyssa osborn point
698433043_172	pink2 bitch
698433043_173	cuss like girl get twice fun
698433043_174	nelli petriello
698433043_175	brittnicol
698433043_176	cuppi syrup know know dx piss
698433043_177	exact they support someth benefit way
698433043_178	dbnoc so your say gay peopl stand gay peopl
698433043_179	dbnoc if go logic i guess i need stop give homeless i hous
698433043_180	hannah moon becaus men like thing benefit
698433043_181	the broken inventor retard gay dude cant understand inner mechan straight dude min well enough
698433043_182	the broken inventor analyz sexual thought process onli gay dude would think major straight
698433043_183	the broken inventor dude hate gay nigga reason should hate lesbian becaus cant understand
698433043_184	sexual arous two chick hes impli like gay general much the broken inventor
698433043_185	the broken inventor enjoy lesbian thus make idiot point go full retard
698433043_187	dbnoc awar human work exact even gay human if consid educ
698433043_188	dbnoc pleas dont call retard dont know basic grammar
698433043_189	dbnoc i never seen anyon stupid your basic say okay hate anyth dont understand
698433043_190	the broken inventor lol read comprehens pretti bad wasnt point
698433043_191	um this is so true what
698433043_192	baret steed
698433043_193	becaus straight men attract women so there noth wrong two woman guy watch
698433043_194	ashley guy general like women so two women sex still gay still appeal men sinc
698433043_195	ashley woman
698433043_196	ashley your confus child what i said make complet sens stop tri hard argu
698433043_197	ashley your probabl kind feminist lesbian hate men power woman umadbruh
698433043_198	casey forrest holden tasillo
698433043_199	sweeeet make vid pleas
698433043_200	love you bbi
698433043_201	gross
698433043_202	veri true i never thought
698433043_203	i love u
698433043_204	not
698433043_205	yeah lesbian porn doesnt look intrus just like straight women find easier 2 befriend gay men #theironi
698433043_207	straight guy hate gay though
698433043_208	ashlynn
698433043_209	yeah girl think lot guy asshol guy gay love automat wish strait
698433043_210	onli christian hate gay bro
698433043_211	christian dont hate gay jordan love xd
698433043_212	pretti much ya
698433043_213	so dont see dick duh
698433043_214	honest pleas stop revin kardashian vine theyr funni
698433043_215	christian dont hate gay disagre coupl thing as christian tell jordan love xd
698433043_216	um yes caus girl soooooooo
698433043_217	or nah lol marisa kay
698433043_218	i dont know i kinda feel confid front gay guy strait guy it
698433043_219	paig brown
698433043_220	pink2 understand u dnt wright shit ten fuck time butch
698433043_221	bitch
698433043_222	karina shut fuck whore
698433043_223	karina i mess i want delet comment wouldnt let delet
698433043_224	karina ou im sorri i bother cuz i dont give a fuck
698433043_225	lol lesbian women like women gay
698433043_226	your fav
698433043_227	or naw
698433043_228	ur stupid
698433043_229	alexhart21
698433043_230	joann lamaj
698433043_231	deon ghatani star william deon
698433043_232	janell paig bulera
698433043_233	pink2 stfudnt even go littl bitch i serious fuck u
698433043_234	your gay
698433043_235	aubrey
698433043_236	steven keeler
698433043_237	dude shut
698433043_238	zombiepenguinn
698433043_239	comment 8 vine mom die year
698433043_240	gay man man lesbian woman woman men like woman see girl get hot af
698433043_241	two
698433043_242	marco marin
698433043_243	cameron
698433043_245	omg thank you so much i love you for point this out
698433043_246	lesben awesom guy enough duck pant want anoth guy
698433043_247	it right see man suck dick
698433043_249	thought
698433043_250	it right seen woman lick p
698433043_251	laura weltzin
698433043_252	karina pink2 wtf wrong shut stop fuck fight
698433043_253	tim nichol ryan lueck two
698433043_254	fuck urself ya nasti bitch i dont even know u dont start shit tell get fuck
698433043_255	kendal spearzzz start fuck wrong u
698433043_256	pink2 listen u littl cunt 1 yr old littl girl watch ur fuck mouth size eiffel tower bitch
698433043_257	pink2 i say whatev fuck i want dnt make matter wors honey
698433043_258	lol pleas check vine
698433043_259	karina shut fuck like doesnt even know get life fuck
698433043_260	kendal spearzzz bitch dnt throw fag go suck dick
698433043_261	kendal spearzzz i dnt know think twice u talk
698433043_262	kendal spearzzz dnt throw bitch
698433043_263	karina bitch aint fag wtf dnt least life dont start bitch peopl
698433043_264	karina sorri honey dont suck dick get dyke ass back rehab bitch fuck
698433043_265	so true preach sista
698433043_266	wow hes gay lol becka u man bibl say adam eve adam steve stupid
698433043_267	kendal spearzzz im hurt
698433043_268	kendal spearzzz u werent lowlif bitcj u would spend ur time on me bitch u dnt know etf i go thre do stfu
698433043_269	hey u yeah u come follow
698433043_270	omg guy want bring bibl state man lay woman
698433043_271	no state go hell gay god forgiv sin
698433043_272	your ignor hilari
698433043_273	gabbi
698433043_274	@katrina kendal spearzzz realiz pathet look fight ten year old vine right
698433043_275	babyj
698433043_276	i love amongst stupid other i thougt id mention lol
698433043_277	kendal spearzzz think u wrong viner
698433043_278	kati lol know sorri
698433043_279	shelbi fisher how 1 year old you
698433043_280	karina sorri im low life bitch one differ person profil pictur mind
698433043_281	karina busi u start bitch bye hoe
698433044	bigheaddarryl #bringvineback
698433044_0	yeabut like bruh
698433044_1	bigheaddarryl im new vine i made one begin summer but i notic hate
698433044_2	you shit
698433044_3	without vine youd still amaz person dont tri knock someon
698433044_4	lol
698433044_5	ill kid peopl dont know
698433044_6	foh
698433044_7	big viner suck dick
698433044_8	charg nigga to see them nigga
698433044_9	that some weak shit
698433044_10	i salut you brother
698433044_11	you black motherfucka
698433044_12	too dramat littl phone app lera
698433044_13	okay old youstop
698433044_14	timia
698433044_15	you basic answer question im timia dumbass your like 47 talk 1317 year old viner hah
698433044_16	get life pleas dumbass
698433044_17	timia get negat shit outta you dont dam vine loop
698433044_18	yea im negat one vine ill wait like i said 47 get life bish
698433044_19	and your 47 learn spell
698433044_20	timia bitch dont know old i lol kid day
698433044_21	i know your mad hater
698433044_22	timia i hate i dont give shit dam vine this shit aint pay bill feed
698433044_23	my point stop hate grow
698433044_24	timia hate
698433044_25	lani laflar bvcs dc that true
698433045	booti stank
698433045_0	lmaoo said shyte
698433045_1	beanbag christan
698433045_2	aaliyaaah
698433045_3	nene smith
698433045_4	u keep smellin that nasti af
698433045_5	kayli takac
698433045_6	lol
698433045_7	angel imani
698433045_8	sarah dencker haha wtf
698433045_9	whi smell
698433045_10	chelsea benjamim
698433045_11	im dyin lmao
698433045_12	shit
698433045_13	dead
698433045_14	that nasti hell
698433045_15	whi u smellin ass that dirti
698433045_16	im deadaaliyah wright
698433045_17	imma fight u trenecia smith
698433045_18	llf im dead ceceswag
698433045_19	isaiah jack greer
698433045_21	wth sniffin ass llh asia brown natajon shamiya
698433045_23	bailey william
698433045_24	she wow ik stank lmao
698433045_25	deja mona meisha daniel
698433045_26	omg vfamous app actual work
698433045_27	lmao ugh smell azz
698433045_28	lol
698433045_29	yall comment got dead
698433045_30	lmaoo her face tho end
698433045_31	that nasti
698433045_32	whi u sniffin ass
698433045_33	joce
698433045_34	breebabi lmao
698433045_35	who dat
698433046	sus dude tri talk wtf
698433046_0	your white say nigga
698433046_1	your
698433046_2	she say want k bye
698433046_3	im hispan test 21st centuri get real billi
698433046_4	rest
698433046_5	im white nigga
698433046_6	everyon say nigga where fuck billi
698433046_7	you get real ugli haircut skate one want skate
698433046_8	lol what not ugli ass white name asshol shit ass unknown one care
698433046_9	hahaha dumbest respons ever stupid nigga
698433046_10	regular day
698433046_11	ima fuck bitch oh wait
698433046_12	speedboard love em
698433046_13	billi listen littl white nigga i bet bare hair ball peni bare
698433046_14	exist shithead fuck bitch want hair want so vanish one ask u fuck
698433046_15	speak
698433046_16	jizzlaqueefa halla at a playa damn u shut that boy up
698433046_17	lol wellbilli gon learn today
698433046_18	girl boy
698433046_19	retard ass peopl cant read name sarah obvious know shes girl that damn ass question
698433046_20	look cute
698433046_21	this nigga tryin ask
698433046_22	austin justin girl
698433046_23	celeryman1 oh
698433046_24	lmfaoo yah worri male femal are vine funni point made
698433047	quick ball sesh #voiceov
698433047_0	and that white peopl ruin everyth
698433047_1	so good
698433047_2	blue
698433047_3	no hard r n word
698433047_4	hunter angus
698433047_5	eli wallin
698433047_6	demarco patton it like im racist
698433047_7	summer haha
698433047_8	i mean dum haha
698433047_9	anthoni sapienza demarco patton dude care say nigga lol 214 get
698433047_10	officialwillow hahaha real
698433047_11	officialwillow shut fucccck stupidanthoni sapienza white peopl say nigga becam cool
698433047_12	vine thug did i say i tri cool
698433047_13	anthoni sapienza keep dont worri dude they stuck past
698433047_14	anthoni sapienza i meant accept
698433047_15	i love nigga anthoni sapienza stay tru man nigga hatin sinc day 1
698433047_16	pay mind n worddud we born racism
698433047_17	sorri black boy but shouldnt hold someth never apart grow
698433047_18	it fuck univers use day that becom word mean
698433047_19	where nigga
698433047_20	so even care say
698433047_21	fake
698433047_22	jahvo
698433047_23	ur white
698433047_24	that 3pt nigga
698433047_25	how u shut fuck caus u know u say black person ur ass would get beat officialwillow
698433047_26	white guy say nigga wow
698433047_27	just everyon els say doesnt mean right
698433047_28	faith d gaito
698433047_29	follow hilari relat vine u wont regret
698433047_30	drmercntin bruh sound like
698433047_31	hes white
698433047_32	klay davi springer brittain
698433047_33	he white dum wigger talk right dum ass
698433047_34	your lame that like nba three court small fuck like
698433047_35	will ebersol that definit nba three buddi
698433047_36	gavinlong
698433047_37	y u say n word ur cool stupid
698433047_38	dont say nigga u dumb ass crack
698433047_39	ur black
698433047_40	wop wop wop bruhhh read rest comment b
698433047_41	hi
698433047_42	white peopl say n word evolv
698433047_43	right
698433047_44	this aint 18s
698433047_45	racist bastard
698433047_46	white peopl sound weird fuck say nigga
698433047_47	joe crompton
698433047_48	it fuck word so drop
698433047_49	oh cool kid respond even know distanc nba 3 i mean your obvious cool wannab
698433047_50	anthoni sapienza
698433047_51	will ebersol oh im obvious wanna i post basketbal video got
698433047_52	s
698433047_53	lol
698433047_54	nigga nigger niggah nig coonget fuck itso ok black call us cracka it goe way lol
698433047_55	im i person notic play kid parki cant even take yall serious right
698433047_56	kngsht my parent campground actual good tri though
698433047_57	nigga u white
698433047_58	they arent even black say nigga
698433047_59	ha guy say nigga like
698433047_60	mdub
698433047_61	nigger
698433047_62	dont u ever say nigga
698433047_63	full court
698433047_64	ur white white nigga shut fuck u cracker say cracker
698433047_65	if white peopl cant say nigger i believ black peopl cant say either
698433047_66	black peopl want equal right
698433047_67	the slurp tho
698433047_68	smh
698433047_69	stop tri cool
698433047_70	and stop tri act black
698433047_71	domin stop tri domin ohhhhhhh
698433047_72	that nigga made
698433047_73	follow instagrammmmm pleas kelsie7
698433047_74	megan van vleet madelein brown
698433047_75	shut black
698433047_76	this boy probabl live rich dont know nothin shit
